"","Month","Name","Year","Elevation_ft"
"2429","January","Norton Dam (Keith Sebelius Lake)","2020",2300.07793103448
"2430","July","Norton Dam (Keith Sebelius Lake)","2020",2303.39066666667
"2431","June","Norton Dam (Keith Sebelius Lake)","2020",2301.12233333333
"2432","March","Norton Dam (Keith Sebelius Lake)","2020",2300.651
"2433","May","Norton Dam (Keith Sebelius Lake)","2020",2301.07677419355
"2434","November","Norton Dam (Keith Sebelius Lake)","2020",2297.06482758621
"2435","October","Norton Dam (Keith Sebelius Lake)","2020",2297.19967741935
"2436","September","Norton Dam (Keith Sebelius Lake)","2020",2297.65230769231
"2437","April","Perry Dam","2020",896.933666666667
"2438","August","Perry Dam","2020",894.909032258064
"2439","December","Perry Dam","2020",892.715483870968
"2440","February","Perry Dam","2020",889.72
"2441","January","Perry Dam","2020",888.191935483871
"2442","July","Perry Dam","2020",893.192258064516
"2443","June","Perry Dam","2020",895.042
"2444","March","Perry Dam","2020",892.126129032258
"2445","May","Perry Dam","2020",894.326129032258
"2446","November","Perry Dam","2020",892.362333333333
"2447","October","Perry Dam","2020",892.505806451613
"2448","September","Perry Dam","2020",892.810666666667
"2449","April","Pomona Dam","2020",977.140666666667
"2450","August","Pomona Dam","2020",974.540967741935
"2451","December","Pomona Dam","2020",972.36935483871
"2452","February","Pomona Dam","2020",972.773103448276
"2453","January","Pomona Dam","2020",973.368709677419
"2454","July","Pomona Dam","2020",974.837096774194
"2455","June","Pomona Dam","2020",974.832333333333
"2456","March","Pomona Dam","2020",974.777096774194
"2457","May","Pomona Dam","2020",976.872580645161
"2458","November","Pomona Dam","2020",972.835333333333
"2459","October","Pomona Dam","2020",973.236774193548
"2460","September","Pomona Dam","2020",973.813448275862
"2461","April","Toronto Dam","2020",872.024333333333
"2462","August","Toronto Dam","2020",902.114838709677
"2463","December","Toronto Dam","2020",901.354193548387
"2464","February","Toronto Dam","2020",903.608965517241
"2465","January","Toronto Dam","2020",903.560967741935
"2466","July","Toronto Dam","2020",902.501290322581
"2467","June","Toronto Dam","2020",902.397
"2468","March","Toronto Dam","2020",903.674193548387
"2469","May","Toronto Dam","2020",905.681935483871
"2470","November","Toronto Dam","2020",901.374666666667
"2471","October","Toronto Dam","2020",901.280967741935
"2472","September","Toronto Dam","2020",901.657333333333
"2473","April","Tuttle Creek Dam","2020",1081.52
"2474","August","Tuttle Creek Dam","2020",1081.04483870968
"2475","December","Tuttle Creek Dam","2020",1075.01419354839
"2476","February","Tuttle Creek Dam","2020",1074.1624137931
"2477","January","Tuttle Creek Dam","2020",1072.84806451613
"2478","July","Tuttle Creek Dam","2020",1077.05387096774
"2479","June","Tuttle Creek Dam","2020",1086.87833333333
"2480","March","Tuttle Creek Dam","2020",1076.65064516129
"2481","May","Tuttle Creek Dam","2020",1079.91258064516
"2482","November","Tuttle Creek Dam","2020",1078.60733333333
"2483","October","Tuttle Creek Dam","2020",1077.49193548387
"2484","September","Tuttle Creek Dam","2020",1078.85833333333
"2485","April","Webster Dam","2020",1892.111
"2486","August","Webster Dam","2020",1891.04607142857
"2487","December","Webster Dam","2020",1890.21
"2488","February","Webster Dam","2020",1892.19517241379
"2489","January","Webster Dam","2020",1892.71
"2490","July","Webster Dam","2020",1891.95483870968
"2491","June","Webster Dam","2020",1892.922
"2492","March","Webster Dam","2020",1892.34433333333
"2493","May","Webster Dam","2020",1892.76774193548
"2494","November","Webster Dam","2020",1889.77666666667
"2495","October","Webster Dam","2020",1889.675
"2496","September","Webster Dam","2020",1889.87566666667
"2497","April","Wilson Dam","2020",1515.22533333333
"2498","August","Wilson Dam","2020",1515.93483870968
"2499","December","Wilson Dam","2020",1515.52935483871
"2500","February","Wilson Dam","2020",1515.24103448276
"2501","January","Wilson Dam","2020",1515.26774193548
"2502","July","Wilson Dam","2020",1516.14225806452
"2503","June","Wilson Dam","2020",1515.68966666667
"2504","March","Wilson Dam","2020",1515.3
"2505","May","Wilson Dam","2020",1515.40580645161
"2506","November","Wilson Dam","2020",1515.43166666667
"2507","October","Wilson Dam","2020",1515.39322580645
"2508","September","Wilson Dam","2020",1515.72
"2509","April","Big Hill Dam","2021",858.107
"2510","August","Big Hill Dam","2021",857.994193548387
"2511","December","Big Hill Dam","2021",857.48
"2512","February","Big Hill Dam","2021",858.282142857143
"2513","January","Big Hill Dam","2021",858.297096774194
"2514","July","Big Hill Dam","2021",858.958709677419
"2515","June","Big Hill Dam","2021",858.219666666667
"2516","March","Big Hill Dam","2021",858.569032258065
"2517","May","Big Hill Dam","2021",858.534838709677
"2518","November","Big Hill Dam","2021",857.631333333333
"2519","October","Big Hill Dam","2021",857.255161290323
"2520","September","Big Hill Dam","2021",857.467666666667
"2521","April","Cedar Bluff Dam","2021",2133.20166666667
"2522","August","Cedar Bluff Dam","2021",2132.70310344828
"2523","December","Cedar Bluff Dam","2021",2131.28774193548
"2524","February","Cedar Bluff Dam","2021",2132.77928571429
"2525","January","Cedar Bluff Dam","2021",2132.79129032258
"2526","July","Cedar Bluff Dam","2021",2133.3
"2527","June","Cedar Bluff Dam","2021",2133.63678571429
"2528","March","Cedar Bluff Dam","2021",2133.00903225806
"2529","May","Cedar Bluff Dam","2021",2133.4124137931
"2530","November","Cedar Bluff Dam","2021",2131.51066666667
"2531","October","Cedar Bluff Dam","2021",2131.83709677419
"2532","September","Cedar Bluff Dam","2021",2132.21642857143
"2533","April","Cheney Dam","2021",1421.764
"2534","August","Cheney Dam","2021",1420.56193548387
"2535","December","Cheney Dam","2021",1419.63129032258
"2536","February","Cheney Dam","2021",1420.57321428571
"2537","January","Cheney Dam","2021",1420.16483870968
"2538","July","Cheney Dam","2021",1421.21290322581
"2539","June","Cheney Dam","2021",1421.72666666667
"2540","March","Cheney Dam","2021",1421.42419354839
"2541","May","Cheney Dam","2021",1421.80967741935
"2542","November","Cheney Dam","2021",1419.783
"2543","October","Cheney Dam","2021",1419.79451612903
"2544","September","Cheney Dam","2021",1420.08633333333
"2545","April","Clinton Dam","2021",875.603
"2546","August","Clinton Dam","2021",877.646451612903
"2547","December","Clinton Dam","2021",877.368064516129
"2548","February","Clinton Dam","2021",875.093076923077
"2549","January","Clinton Dam","2021",874.776774193548
"2550","July","Clinton Dam","2021",878.062580645161
"2551","June","Clinton Dam","2021",878.188
"2552","March","Clinton Dam","2021",875.664838709677
"2553","May","Clinton Dam","2021",879.187096774194
"2554","November","Clinton Dam","2021",877.721666666667
"2555","October","Clinton Dam","2021",878.018709677419
"2556","September","Clinton Dam","2021",877.891666666667
"2557","April","Council Grove Dam","2021",1273.889
"2558","August","Council Grove Dam","2021",1273.84322580645
"2559","December","Council Grove Dam","2021",1273.61064516129
"2560","February","Council Grove Dam","2021",1272.11
"2561","January","Council Grove Dam","2021",1272.05161290323
"2562","July","Council Grove Dam","2021",1274.62064516129
"2563","June","Council Grove Dam","2021",1275.61566666667
"2564","March","Council Grove Dam","2021",1272.30096774194
"2565","May","Council Grove Dam","2021",1276.91741935484
"2566","November","Council Grove Dam","2021",1273.66633333333
"2567","October","Council Grove Dam","2021",1273.65516129032
"2568","September","Council Grove Dam","2021",1274.142
"2569","April","El Dorado Dam","2021",1339.032
"2570","August","El Dorado Dam","2021",1339.31193548387
"2571","December","El Dorado Dam","2021",1338.88903225806
"2572","February","El Dorado Dam","2021",1338.30178571429
"2573","January","El Dorado Dam","2021",1337.42548387097
"2574","July","El Dorado Dam","2021",1340.07258064516
"2575","June","El Dorado Dam","2021",1339.53966666667
"2576","March","El Dorado Dam","2021",1339.07774193548
"2577","May","El Dorado Dam","2021",1339.31258064516
"2578","November","El Dorado Dam","2021",1339.21966666667
"2579","October","El Dorado Dam","2021",1339.16419354839
"2580","September","El Dorado Dam","2021",1339.36433333333
"2581","April","Elk City Dam","2021",796.66
"2582","August","Elk City Dam","2021",796.302580645161
"2583","December","Elk City Dam","2021",796.163870967742
"2584","February","Elk City Dam","2021",797.254642857143
"2585","January","Elk City Dam","2021",797.568064516129
"2586","July","Elk City Dam","2021",797.715483870968
"2587","June","Elk City Dam","2021",796.568333333333
"2588","March","Elk City Dam","2021",801.330322580645
"2589","May","Elk City Dam","2021",796.913548387097
"2590","November","Elk City Dam","2021",796.402333333333
"2591","October","Elk City Dam","2021",796.613870967742
"2592","September","Elk City Dam","2021",796.225333333333
"2593","April","Fall River Dam","2021",950.175666666667
"2594","August","Fall River Dam","2021",949.307419354839
"2595","December","Fall River Dam","2021",948.811612903226
"2596","February","Fall River Dam","2021",950.075
"2597","January","Fall River Dam","2021",949.973870967742
"2598","July","Fall River Dam","2021",953.542903225806
"2599","June","Fall River Dam","2021",951.237
"2600","March","Fall River Dam","2021",955.549032258064
"2601","May","Fall River Dam","2021",949.469032258065
"2602","November","Fall River Dam","2021",949.367
"2603","October","Fall River Dam","2021",950.463548387097
"2604","September","Fall River Dam","2021",952.208
"2605","April","Glen Elder Dam (Waconda Lake)","2021",1456.82266666667
"2606","August","Glen Elder Dam (Waconda Lake)","2021",1455.81451612903
"2607","December","Glen Elder Dam (Waconda Lake)","2021",1455.41612903226
"2608","February","Glen Elder Dam (Waconda Lake)","2021",1454.65321428571
"2609","January","Glen Elder Dam (Waconda Lake)","2021",1454.63677419355
"2610","July","Glen Elder Dam (Waconda Lake)","2021",1456.01612903226
"2611","June","Glen Elder Dam (Waconda Lake)","2021",1456.32384615385
"2612","March","Glen Elder Dam (Waconda Lake)","2021",1455.66033333333
"2613","May","Glen Elder Dam (Waconda Lake)","2021",1456.91032258065
"2614","November","Glen Elder Dam (Waconda Lake)","2021",1455.244
"2615","October","Glen Elder Dam (Waconda Lake)","2021",1455.06225806452
"2616","September","Glen Elder Dam (Waconda Lake)","2021",1455.60233333333
"2617","April","Hillsdale Dam","2021",918.707333333333
"2618","August","Hillsdale Dam","2021",918.101935483871
"2619","December","Hillsdale Dam","2021",917.807419354839
"2620","February","Hillsdale Dam","2021",916.448214285714
"2621","January","Hillsdale Dam","2021",916.560666666667
"2622","July","Hillsdale Dam","2021",919.154666666667
"2623","June","Hillsdale Dam","2021",918.527586206897
"2624","March","Hillsdale Dam","2021",917.178064516129
"2625","May","Hillsdale Dam","2021",919.718709677419
"2626","November","Hillsdale Dam","2021",918.001666666667
"2627","October","Hillsdale Dam","2021",917.670967741935
"2628","September","Hillsdale Dam","2021",917.927586206897
"2629","April","John Redmond Dam","2021",1041.88933333333
"2630","August","John Redmond Dam","2021",1041.50838709677
"2631","December","John Redmond Dam","2021",1041.31838709677
"2632","February","John Redmond Dam","2021",1041.50107142857
"2633","January","John Redmond Dam","2021",1041.23677419355
"2634","July","John Redmond Dam","2021",1046.90903225806
"2635","June","John Redmond Dam","2021",1045.82533333333
"2636","March","John Redmond Dam","2021",1043.07967741935
"2637","May","John Redmond Dam","2021",1045.71387096774
"2638","November","John Redmond Dam","2021",1041.768
"2639","October","John Redmond Dam","2021",1042.00032258065
"2640","September","John Redmond Dam","2021",1041.56133333333
"2641","April","Kanopolis Dam","2021",1466.84466666667
"2642","August","Kanopolis Dam","2021",1466.71870967742
"2643","December","Kanopolis Dam","2021",1465.56870967742
"2644","February","Kanopolis Dam","2021",1462.89821428571
"2645","January","Kanopolis Dam","2021",1462.70838709677
"2646","July","Kanopolis Dam","2021",1467.44290322581
"2647","June","Kanopolis Dam","2021",1467.927
"2648","March","Kanopolis Dam","2021",1463.14903225806
"2649","May","Kanopolis Dam","2021",1467.98258064516
"2650","November","Kanopolis Dam","2021",1465.89633333333
"2651","October","Kanopolis Dam","2021",1466.44129032258
"2652","September","Kanopolis Dam","2021",1467.48166666667
"2653","April","Kirwin Dam","2021",1729.473
"2654","August","Kirwin Dam","2021",1727.50290322581
"2655","December","Kirwin Dam","2021",1726.46903225806
"2656","February","Kirwin Dam","2021",1728.30071428571
"2657","January","Kirwin Dam","2021",1727.89903225806
"2658","July","Kirwin Dam","2021",1729.45064516129
"2659","June","Kirwin Dam","2021",1730.64366666667
"2660","March","Kirwin Dam","2021",1729.12166666667
"2661","May","Kirwin Dam","2021",1729.93580645161
"2662","November","Kirwin Dam","2021",1726.34166666667
"2663","October","Kirwin Dam","2021",1726.31935483871
"2664","September","Kirwin Dam","2021",1726.35
"2665","April","Lovewell Dam","2021",1582.767
"2666","August","Lovewell Dam","2021",1576.81322580645
"2667","December","Lovewell Dam","2021",1580.88346153846
"2668","February","Lovewell Dam","2021",1581.67285714286
"2669","January","Lovewell Dam","2021",1581.22741935484
"2670","July","Lovewell Dam","2021",1578.97677419355
"2671","June","Lovewell Dam","2021",1582.26966666667
"2672","March","Lovewell Dam","2021",1582.75433333333
"2673","May","Lovewell Dam","2021",1583.21741935484
"2674","November","Lovewell Dam","2021",1580.85833333333
"2675","October","Lovewell Dam","2021",1579.89419354839
"2676","September","Lovewell Dam","2021",1578.20433333333
"2677","April","Marion Dam","2021",1350.097
"2678","August","Marion Dam","2021",1349.70290322581
"2679","December","Marion Dam","2021",1348.93129032258
"2680","February","Marion Dam","2021",1349.31714285714
"2681","January","Marion Dam","2021",1349.15
